               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 164,            0.026711,            0.030852,                   0,             0.88479,             0.92216,             0.94237,             0.61194,            0.027265,           0.0076476,                   0,           0.0053101,           0.0053101,             0.03941
                 165,            0.027589,             0.03073,                   0,             0.91605,             0.91617,             0.95702,              0.5821,            0.026832,            0.007181,                   0,            0.005328,            0.005328,            0.039028
                 166,            0.025829,            0.027629,                   0,             0.90528,             0.91568,             0.96202,             0.62385,            0.027221,           0.0071472,                   0,           0.0053457,           0.0053457,            0.038646
                 167,             0.02668,            0.030452,                   0,             0.84683,             0.92814,             0.94407,             0.64668,             0.02481,           0.0077881,                   0,           0.0053631,           0.0053631,            0.038263
                 168,            0.026337,            0.031537,                   0,             0.93808,             0.91018,             0.95597,             0.60662,            0.027334,           0.0074054,                   0,           0.0053804,           0.0053804,             0.03788
                 169,            0.024854,            0.030828,                   0,             0.89589,             0.92814,             0.94726,             0.52164,            0.029922,           0.0090598,                   0,           0.0053974,           0.0053974,            0.037497
                 170,            0.026776,            0.032541,                   0,             0.86843,             0.91018,             0.92675,             0.48972,            0.032448,           0.0092891,                   0,           0.0054142,           0.0054142,            0.037114
                 171,            0.026979,            0.028055,                   0,             0.88933,             0.91617,              0.9268,             0.50034,            0.029915,           0.0094085,                   0,           0.0054307,           0.0054307,            0.036731
                 172,            0.025999,            0.031131,                   0,             0.86076,             0.92814,             0.94287,             0.44418,            0.031803,           0.0089941,                   0,            0.005447,            0.005447,            0.036347
                 173,            0.027806,            0.032596,                   0,             0.91322,             0.94611,             0.96282,             0.48047,            0.033653,           0.0073494,                   0,           0.0054631,           0.0054631,            0.035963
                 174,            0.027695,            0.030475,                   0,             0.89803,              0.9521,             0.95493,             0.49037,            0.031982,           0.0075995,                   0,            0.005479,            0.005479,            0.035579
                 175,            0.025725,            0.029763,                   0,             0.90639,             0.92772,             0.95153,             0.53252,            0.029003,           0.0075819,                   0,           0.0054946,           0.0054946,            0.035195
                 176,            0.025941,            0.030493,                   0,             0.92397,             0.94607,             0.94876,             0.52134,            0.029402,            0.007705,                   0,             0.00551,             0.00551,             0.03481
                 177,            0.025687,            0.027145,                   0,             0.90223,             0.94012,             0.94646,             0.58415,            0.027613,           0.0073815,                   0,           0.0055252,           0.0055252,            0.034425
                 178,            0.025883,             0.03052,                   0,             0.90225,             0.94012,             0.95287,             0.53734,            0.029251,           0.0073179,                   0,           0.0055402,           0.0055402,             0.03404
                 179,            0.028497,            0.030327,                   0,             0.89823,              0.9521,             0.95503,             0.58058,             0.02742,           0.0073779,                   0,           0.0055549,           0.0055549,            0.033655
                 180,             0.02552,            0.026936,                   0,             0.91276,             0.94012,             0.94597,             0.51451,            0.030001,           0.0076915,                   0,           0.0055694,           0.0055694,            0.033269
                 181,            0.025167,            0.032463,                   0,             0.89323,             0.95186,             0.94369,             0.53216,             0.02874,           0.0076073,                   0,           0.0055836,           0.0055836,            0.032884
                 182,            0.027166,            0.027876,                   0,             0.84123,             0.95183,             0.94072,             0.60539,            0.028243,           0.0078695,                   0,           0.0055976,           0.0055976,            0.032498
                 183,            0.025474,            0.032136,                   0,              0.8554,             0.85013,             0.91743,             0.59438,            0.032346,            0.009335,                   0,           0.0056114,           0.0056114,            0.032111
                 184,             0.02533,            0.032544,                   0,              0.8258,             0.91018,             0.92141,             0.58326,            0.031195,           0.0087276,                   0,            0.005625,            0.005625,            0.031725
                 185,            0.026976,            0.030855,                   0,             0.93292,             0.83832,             0.94499,             0.61344,            0.025662,           0.0079055,                   0,           0.0056383,           0.0056383,            0.031338
                 186,            0.025215,            0.028285,                   0,              0.8662,             0.89222,             0.93715,             0.61239,             0.02418,           0.0077571,                   0,           0.0056514,           0.0056514,            0.030951
                 187,            0.024595,            0.031093,                   0,             0.91303,             0.88024,             0.94669,             0.55399,            0.028111,           0.0080062,                   0,           0.0056643,           0.0056643,            0.030564
                 188,            0.023778,            0.028322,                   0,             0.86263,             0.94006,             0.94923,             0.54556,            0.029228,           0.0074574,                   0,           0.0056769,           0.0056769,            0.030177
                 189,            0.022813,             0.02682,                   0,             0.90475,             0.91001,             0.94997,             0.58079,            0.025484,           0.0075802,                   0,           0.0056893,           0.0056893,            0.029789
                 190,            0.023085,            0.030939,                   0,             0.89262,             0.94576,             0.93975,             0.57133,            0.026945,           0.0074812,                   0,           0.0057015,           0.0057015,            0.029402
                 191,            0.025027,            0.028579,                   0,             0.89444,             0.96402,              0.9576,             0.53189,            0.029755,           0.0073061,                   0,           0.0057135,           0.0057135,            0.029013
                 192,            0.027643,            0.033252,                   0,             0.90682,             0.87417,              0.9354,             0.58145,            0.025982,           0.0073851,                   0,           0.0057252,           0.0057252,            0.028625
                 193,            0.022325,            0.028257,                   0,             0.91615,             0.91617,             0.95472,              0.5153,            0.029405,           0.0078473,                   0,           0.0057367,           0.0057367,            0.028237
                 194,            0.024442,            0.024344,                   0,             0.92169,             0.91617,             0.96133,             0.56719,            0.027094,           0.0070466,                   0,           0.0057479,           0.0057479,            0.027848
                 195,            0.025436,            0.027986,                   0,             0.92682,             0.91018,             0.96157,              0.5914,            0.026979,           0.0070168,                   0,           0.0057589,           0.0057589,            0.027459
                 196,            0.024266,            0.029798,                   0,              0.9294,               0.946,             0.95985,             0.60696,            0.024525,            0.006897,                   0,           0.0057697,           0.0057697,             0.02707
                 197,            0.021454,            0.028731,                   0,             0.90285,             0.94607,             0.96096,             0.57312,             0.02642,            0.006987,                   0,           0.0057803,           0.0057803,             0.02668
                 198,            0.022907,            0.028891,                   0,             0.91195,             0.93413,             0.96204,             0.56034,            0.027575,           0.0070519,                   0,           0.0057906,           0.0057906,            0.026291
                 199,            0.022856,            0.029352,                   0,             0.91545,             0.91018,             0.94501,             0.54715,            0.027843,           0.0073509,                   0,           0.0058007,           0.0058007,            0.025901
                 200,            0.027356,            0.031742,                   0,             0.92055,             0.90419,             0.92668,             0.51569,            0.030758,            0.008958,                   0,           0.0058106,           0.0058106,            0.025511
                 201,            0.025727,            0.032128,                   0,             0.89874,             0.90419,             0.93898,             0.50057,            0.031868,           0.0087507,                   0,           0.0058202,           0.0058202,             0.02512
                 202,            0.023928,            0.028152,                   0,             0.91005,             0.91018,             0.93726,             0.46387,            0.032734,           0.0084667,                   0,           0.0058296,           0.0058296,             0.02473
                 203,            0.022623,            0.027701,                   0,             0.88762,             0.94589,             0.93736,             0.55883,            0.028557,           0.0076053,                   0,           0.0058388,           0.0058388,            0.024339
                 204,            0.025088,            0.029377,                   0,             0.88397,               0.958,             0.95424,             0.59252,            0.026367,           0.0075881,                   0,           0.0058477,           0.0058477,            0.023948
                 205,            0.021898,            0.028024,                   0,             0.89264,             0.94599,             0.95223,             0.62183,             0.02602,           0.0072939,                   0,           0.0058564,           0.0058564,            0.023556
                 206,            0.021961,            0.026968,                   0,             0.88566,             0.92767,             0.92004,             0.59583,            0.025987,           0.0079193,                   0,           0.0058649,           0.0058649,            0.023165
                 207,            0.023046,            0.029789,                   0,             0.89815,              0.8982,             0.92763,             0.60854,            0.027597,           0.0079112,                   0,           0.0058732,           0.0058732,            0.022773
                 208,            0.022564,            0.026081,                   0,             0.93901,             0.92195,             0.95298,             0.58795,            0.027648,           0.0074332,                   0,           0.0058812,           0.0058812,            0.022381
                 209,            0.023382,            0.027173,                   0,             0.93292,             0.91605,             0.95136,             0.55749,            0.027363,           0.0077597,                   0,            0.005889,            0.005889,            0.021989
                 210,            0.021708,            0.028724,                   0,             0.93331,             0.92176,             0.96163,             0.57625,            0.027133,           0.0078101,                   0,           0.0058966,           0.0058966,            0.021597
                 211,            0.022849,            0.032223,                   0,             0.89808,              0.9521,             0.96647,             0.63794,             0.02398,           0.0073129,                   0,           0.0059039,           0.0059039,            0.021204
                 212,            0.022231,            0.033518,                   0,              0.9239,              0.8024,              0.9204,             0.60406,            0.027344,           0.0087612,                   0,            0.005911,            0.005911,            0.020811
                 213,            0.021181,            0.028023,                   0,              0.8869,             0.94012,             0.95208,              0.6156,            0.026174,           0.0076669,                   0,           0.0059179,           0.0059179,            0.020418
                 214,            0.020514,            0.027308,                   0,              0.8801,             0.92814,              0.9437,             0.58292,            0.026955,           0.0077748,                   0,           0.0059246,           0.0059246,            0.020025
                 215,              0.0219,            0.026734,                   0,             0.95541,             0.89817,             0.95176,             0.59644,            0.027226,           0.0073262,                   0,            0.005931,            0.005931,            0.019631
                 216,            0.024008,            0.027474,                   0,             0.90641,             0.92787,             0.95037,             0.61348,             0.02796,           0.0076936,                   0,           0.0059372,           0.0059372,            0.019237
                 217,            0.022218,            0.025549,                   0,             0.93332,             0.92194,              0.9423,             0.59059,            0.028015,           0.0088829,                   0,           0.0059432,           0.0059432,            0.018843
                 218,            0.021655,            0.026894,                   0,             0.91111,             0.92062,              0.9522,             0.52069,            0.031629,           0.0086029,                   0,            0.005949,            0.005949,            0.018449
                 219,            0.023453,            0.029633,                   0,             0.91056,             0.91617,             0.95458,              0.6586,            0.024131,            0.007344,                   0,           0.0059545,           0.0059545,            0.018055
                 220,            0.021576,            0.031818,                   0,             0.92261,             0.92809,             0.95985,             0.64065,             0.02425,           0.0075111,                   0,           0.0059598,           0.0059598,             0.01766
                 221,            0.022053,            0.028833,                   0,             0.94045,             0.94611,             0.96544,             0.60689,            0.027188,           0.0071402,                   0,           0.0059649,           0.0059649,            0.017265
                 222,            0.021342,            0.028094,                   0,             0.90803,             0.94597,              0.9601,             0.59587,            0.026856,           0.0070434,                   0,           0.0059698,           0.0059698,             0.01687
                 223,            0.021926,            0.027605,                   0,              0.9247,             0.95808,             0.95542,             0.60433,             0.02698,           0.0069464,                   0,           0.0059744,           0.0059744,            0.016474
                 224,             0.02196,            0.033667,                   0,             0.91373,              0.9521,             0.95025,             0.60591,            0.027149,           0.0071684,                   0,           0.0059788,           0.0059788,            0.016079
                 225,            0.020401,            0.029358,                   0,             0.92718,             0.91617,             0.94116,             0.61739,            0.026183,           0.0079365,                   0,            0.005983,            0.005983,            0.015683
                 226,            0.021866,            0.031088,                   0,             0.89365,             0.85536,             0.90792,             0.61009,            0.026244,            0.008914,                   0,            0.005987,            0.005987,            0.015287
                 227,            0.020792,              0.0282,                   0,             0.83886,             0.84431,             0.89934,             0.60489,             0.02497,           0.0088153,                   0,           0.0059908,           0.0059908,            0.014891
                 228,            0.020422,             0.02543,                   0,             0.90225,             0.94012,             0.95286,             0.62475,            0.025042,           0.0076989,                   0,           0.0059943,           0.0059943,            0.014494
                 229,            0.020496,            0.028756,                   0,             0.90393,             0.95808,             0.94711,             0.58368,            0.028012,           0.0079505,                   0,           0.0059976,           0.0059976,            0.014098
                 230,            0.020523,            0.026685,                   0,             0.91954,             0.95808,             0.94273,             0.54654,            0.029652,           0.0080103,                   0,           0.0060007,           0.0060007,            0.013701
                 231,            0.020125,            0.024572,                   0,              0.9294,             0.94599,             0.95137,             0.58474,            0.029682,           0.0077814,                   0,           0.0060036,           0.0060036,            0.013304
                 232,             0.02065,            0.027361,                   0,             0.89934,             0.96407,              0.9576,             0.61831,            0.026329,           0.0072013,                   0,           0.0060063,           0.0060063,            0.012906
                 233,            0.021338,            0.028032,                   0,             0.91515,             0.90418,             0.96171,             0.64067,            0.023905,            0.007274,                   0,           0.0060087,           0.0060087,            0.012509
                 234,            0.020866,            0.026556,                   0,             0.89288,              0.9521,              0.9588,             0.61592,            0.024564,           0.0076755,                   0,            0.006011,            0.006011,            0.012111
                 235,            0.020195,            0.028126,                   0,             0.86021,             0.95808,             0.95411,             0.62941,            0.023142,           0.0078343,                   0,            0.006013,            0.006013,            0.011713
                 236,            0.022195,            0.029419,                   0,             0.87756,             0.94611,              0.9498,             0.63527,            0.023307,           0.0077941,                   0,           0.0060148,           0.0060148,            0.011315
                 237,            0.021072,            0.026694,                   0,              0.8881,             0.85629,             0.93952,             0.61944,            0.024257,           0.0083154,                   0,           0.0060164,           0.0060164,            0.010916
                 238,             0.02086,            0.027533,                   0,             0.88746,              0.8503,             0.91335,             0.59703,            0.027795,           0.0090666,                   0,           0.0060177,           0.0060177,            0.010518
                 239,            0.018482,            0.026181,                   0,             0.89015,             0.92216,             0.94797,             0.60118,            0.025891,           0.0080537,                   0,           0.0060189,           0.0060189,            0.010119
                 240,            0.020566,            0.025946,                   0,             0.89204,             0.94009,             0.95523,              0.5916,            0.027338,            0.009094,                   0,           0.0060199,           0.0060199,           0.0097199
                 241,            0.021451,             0.02894,                   0,             0.90123,             0.87419,             0.93653,             0.62888,            0.022649,            0.011296,                   0,           0.0060206,           0.0060206,           0.0093206
                 242,            0.019629,            0.027724,                   0,             0.91183,             0.86826,             0.93849,             0.64001,            0.021996,           0.0084468,                   0,           0.0060211,           0.0060211,           0.0089211
                 243,            0.019331,            0.025201,                   0,             0.82528,             0.93413,             0.93697,             0.63418,            0.023515,           0.0082889,                   0,           0.0060215,           0.0060215,           0.0085215
                 244,            0.020742,            0.026973,                   0,             0.88945,             0.86826,             0.92852,             0.58209,            0.026061,           0.0084735,                   0,           0.0060216,           0.0060216,           0.0081216
                 245,            0.019449,            0.028233,                   0,             0.90673,             0.87425,             0.93838,             0.57082,            0.027161,           0.0077347,                   0,           0.0060215,           0.0060215,           0.0077215
                 246,            0.020157,            0.027124,                   0,             0.86437,             0.91617,             0.94363,               0.597,             0.02505,           0.0074653,                   0,           0.0060212,           0.0060212,           0.0073212
                 247,            0.019985,            0.023683,                   0,             0.87693,             0.94012,             0.94063,             0.55705,            0.029511,           0.0078946,                   0,           0.0060207,           0.0060207,           0.0069207
                 248,             0.01999,            0.024773,                   0,             0.90688,             0.93413,             0.94685,             0.54223,            0.030809,           0.0081406,                   0,             0.00602,             0.00602,             0.00652
                 249,            0.019347,            0.023703,                   0,             0.88763,             0.94598,             0.94686,             0.55467,            0.029832,           0.0083344,                   0,           0.0060191,           0.0060191,           0.0061191
                 250,            0.019934,            0.026111,                   0,             0.89594,             0.92814,             0.95355,             0.57255,            0.029569,           0.0078092,                   0,               0.006,               0.006,               0.006
                 251,             0.01843,            0.027071,                   0,             0.86482,             0.95775,              0.9539,             0.52399,            0.032108,           0.0076871,                   0,               0.006,               0.006,               0.006
                 252,            0.018999,            0.025096,                   0,             0.90395,             0.95805,             0.95345,             0.54372,            0.028873,           0.0075277,                   0,           0.0059749,           0.0059749,           0.0059749
                 253,            0.020333,            0.027276,                   0,             0.92193,             0.92216,             0.95663,              0.6146,            0.026837,           0.0075143,                   0,           0.0059497,           0.0059497,           0.0059497
                 254,            0.019398,            0.028151,                   0,             0.91456,              0.8982,             0.94737,              0.6493,            0.025959,           0.0080504,                   0,           0.0059246,           0.0059246,           0.0059246
                 255,            0.020929,            0.025032,                   0,             0.83083,             0.79641,             0.83052,             0.58211,            0.030466,            0.012375,                   0,           0.0058995,           0.0058995,           0.0058995
                 256,            0.020187,            0.026147,                   0,             0.91811,             0.93985,             0.95312,              0.6382,            0.026886,           0.0075036,                   0,           0.0058744,           0.0058744,           0.0058744
                 257,            0.018363,            0.024798,                   0,             0.92188,             0.92216,             0.94571,             0.65603,            0.025029,           0.0075776,                   0,           0.0058492,           0.0058492,           0.0058492
                 258,            0.020026,            0.026022,                   0,              0.9017,             0.93382,             0.94809,             0.63236,            0.024296,           0.0077131,                   0,           0.0058241,           0.0058241,           0.0058241
                 259,            0.019285,            0.025511,                   0,             0.87222,             0.94006,             0.94779,             0.65942,            0.023064,           0.0078346,                   0,            0.005799,            0.005799,            0.005799
                 260,            0.020245,            0.024695,                   0,             0.88886,             0.91018,             0.93822,              0.6763,            0.023148,            0.008009,                   0,           0.0057739,           0.0057739,           0.0057739
                 261,            0.018644,            0.023699,                   0,             0.87579,             0.89222,             0.93834,             0.66075,            0.024469,           0.0082194,                   0,           0.0057488,           0.0057488,           0.0057488
                 262,            0.018996,            0.026834,                   0,             0.90401,             0.90419,             0.95784,             0.66188,              0.0261,           0.0075784,                   0,           0.0057238,           0.0057238,           0.0057238
                 263,            0.019274,            0.024086,                   0,             0.91377,             0.95178,             0.96074,             0.61621,            0.026696,           0.0097453,                   0,           0.0056987,           0.0056987,           0.0056987
                 264,            0.019401,            0.025459,                   0,             0.89772,             0.94602,             0.95157,             0.57056,            0.029466,           0.0080005,                   0,           0.0056736,           0.0056736,           0.0056736
                 265,            0.018105,            0.027324,                   0,             0.90301,             0.89202,             0.94256,             0.58876,            0.028036,            0.008163,                   0,           0.0056486,           0.0056486,           0.0056486
                 266,            0.020087,            0.025243,                   0,              0.8915,             0.88562,              0.9362,             0.60636,             0.02606,            0.008589,                   0,           0.0056236,           0.0056236,           0.0056236
                 267,             0.01961,            0.024085,                   0,             0.86994,             0.92216,             0.93386,              0.5988,            0.024956,           0.0089845,                   0,           0.0055986,           0.0055986,           0.0055986
                 268,            0.018394,            0.027065,                   0,             0.91972,             0.89222,             0.93731,             0.57761,            0.025687,           0.0089123,                   0,           0.0055736,           0.0055736,           0.0055736
                 269,            0.018219,            0.024635,                   0,             0.88943,             0.92216,             0.94445,             0.55141,            0.029095,           0.0089428,                   0,           0.0055486,           0.0055486,           0.0055486
                 270,            0.017555,            0.025299,                   0,             0.89564,             0.92814,             0.95132,             0.56621,            0.028322,           0.0084701,                   0,           0.0055236,           0.0055236,           0.0055236
                 271,            0.018677,            0.024748,                   0,             0.86772,             0.95808,             0.96045,             0.55544,            0.027981,            0.008182,                   0,           0.0054987,           0.0054987,           0.0054987
                 272,            0.017559,            0.027546,                   0,             0.86616,             0.97006,             0.96022,             0.55305,            0.027944,           0.0078063,                   0,           0.0054737,           0.0054737,           0.0054737
                 273,            0.017843,            0.024982,                   0,             0.88493,             0.97006,             0.96352,             0.59095,            0.027689,            0.008002,                   0,           0.0054488,           0.0054488,           0.0054488
                 274,            0.018027,            0.029249,                   0,             0.90856,             0.95191,             0.95456,             0.60346,            0.026233,           0.0079969,                   0,            0.005424,            0.005424,            0.005424
                 275,            0.019054,            0.025864,                   0,             0.90857,             0.95205,             0.95768,             0.63615,            0.025369,           0.0076514,                   0,           0.0053991,           0.0053991,           0.0053991
                 276,            0.017174,            0.021874,                   0,             0.89503,             0.97006,             0.95323,             0.60451,            0.025182,           0.0077039,                   0,           0.0053743,           0.0053743,           0.0053743
                 277,            0.018925,            0.026054,                   0,             0.90502,             0.96997,             0.96515,             0.54845,            0.030199,           0.0075484,                   0,           0.0053495,           0.0053495,           0.0053495
                 278,            0.018191,            0.025983,                   0,             0.93827,             0.91012,             0.96936,              0.6088,            0.024863,           0.0072498,                   0,           0.0053247,           0.0053247,           0.0053247
                 279,            0.018956,            0.025731,                   0,             0.92306,             0.93386,             0.96608,             0.66404,            0.022933,           0.0072109,                   0,           0.0052999,           0.0052999,           0.0052999
                 280,            0.018627,            0.024108,                   0,             0.90742,             0.94012,             0.95743,             0.65533,            0.023797,           0.0073152,                   0,           0.0052752,           0.0052752,           0.0052752
                 281,            0.018192,            0.024239,                   0,             0.87427,              0.9577,             0.96108,             0.67511,            0.022974,            0.007448,                   0,           0.0052505,           0.0052505,           0.0052505
                 282,            0.017994,            0.022951,                   0,             0.88763,             0.94602,             0.96485,             0.66407,            0.025132,            0.007792,                   0,           0.0052258,           0.0052258,           0.0052258
                 283,            0.019083,             0.02241,                   0,             0.89464,             0.91617,             0.96195,             0.65124,            0.024907,           0.0075319,                   0,           0.0052012,           0.0052012,           0.0052012
                 284,            0.017081,            0.022341,                   0,             0.88448,             0.96407,             0.95364,             0.67901,            0.025515,           0.0072611,                   0,           0.0051765,           0.0051765,           0.0051765
                 285,            0.018784,            0.029205,                   0,             0.90445,             0.96358,             0.95236,             0.64106,            0.024695,            0.008227,                   0,            0.005152,            0.005152,            0.005152
                 286,            0.019392,            0.025816,                   0,             0.89546,             0.97605,             0.93888,             0.63541,             0.02408,           0.0075016,                   0,           0.0051274,           0.0051274,           0.0051274
                 287,            0.018544,             0.02399,                   0,             0.87068,             0.92725,             0.93499,             0.65546,            0.022886,           0.0080338,                   0,           0.0051029,           0.0051029,           0.0051029
                 288,            0.017586,            0.023805,                   0,             0.84881,             0.91018,             0.91966,              0.6423,             0.02549,           0.0084369,                   0,           0.0050784,           0.0050784,           0.0050784
                 289,            0.016494,            0.025258,                   0,             0.87427,             0.91605,             0.93032,             0.65213,             0.02274,           0.0080001,                   0,            0.005054,            0.005054,            0.005054
                 290,            0.016541,            0.023292,                   0,              0.8943,             0.86228,             0.94006,             0.64351,            0.023002,           0.0081814,                   0,           0.0050296,           0.0050296,           0.0050296
                 291,            0.016838,            0.023243,                   0,             0.86929,             0.91596,              0.9473,             0.65167,            0.023098,           0.0081747,                   0,           0.0050052,           0.0050052,           0.0050052
                 292,            0.017968,             0.02302,                   0,             0.93404,             0.93413,             0.96306,             0.64077,            0.023234,           0.0073804,                   0,           0.0049809,           0.0049809,           0.0049809
                 293,            0.017124,            0.024283,                   0,             0.91616,             0.91613,             0.96037,             0.66669,            0.022545,           0.0077163,                   0,           0.0049566,           0.0049566,           0.0049566
                 294,            0.016594,            0.025619,                   0,             0.85217,              0.8982,             0.92697,             0.65597,            0.024143,           0.0083642,                   0,           0.0049324,           0.0049324,           0.0049324
                 295,            0.015972,            0.024013,                   0,             0.89771,             0.94598,             0.94824,             0.67341,            0.023507,           0.0075651,                   0,           0.0049082,           0.0049082,           0.0049082
                 296,            0.016465,            0.025978,                   0,             0.93973,             0.93413,              0.9531,             0.65538,            0.023167,           0.0073304,                   0,            0.004884,            0.004884,            0.004884
                 297,            0.017854,            0.022874,                   0,             0.91419,             0.95808,             0.95311,             0.61711,            0.024809,           0.0071969,                   0,           0.0048599,           0.0048599,           0.0048599
                 298,            0.017269,              0.0244,                   0,             0.90172,             0.93413,             0.94291,             0.62514,            0.024106,           0.0074746,                   0,           0.0048359,           0.0048359,           0.0048359
                 299,            0.015622,            0.020046,                   0,             0.89626,             0.93122,             0.93786,              0.6061,            0.024912,            0.007792,                   0,           0.0048118,           0.0048118,           0.0048118
                 300,            0.017097,            0.022179,                   0,             0.91953,             0.95797,             0.95459,             0.61204,            0.025253,           0.0074166,                   0,           0.0047879,           0.0047879,           0.0047879
                 301,            0.017545,            0.019511,                   0,             0.92351,             0.93991,              0.9548,             0.62295,            0.025286,            0.007551,                   0,           0.0047639,           0.0047639,           0.0047639
                 302,             0.01683,            0.021602,                   0,             0.94541,             0.93413,             0.96406,             0.63834,            0.025559,           0.0073645,                   0,           0.0047401,           0.0047401,           0.0047401
                 303,            0.017781,            0.021987,                   0,             0.92977,              0.9521,             0.96736,             0.58145,            0.028252,           0.0073628,                   0,           0.0047162,           0.0047162,           0.0047162
                 304,            0.016137,            0.023861,                   0,             0.91011,             0.97002,             0.96862,             0.62366,            0.027279,           0.0071686,                   0,           0.0046924,           0.0046924,           0.0046924
                 305,            0.016982,            0.025557,                   0,             0.91428,             0.95808,             0.96759,             0.60389,            0.028113,           0.0071213,                   0,           0.0046687,           0.0046687,           0.0046687
                 306,            0.016474,            0.024197,                   0,             0.91571,             0.97605,             0.96972,              0.5978,            0.028097,           0.0072062,                   0,            0.004645,            0.004645,            0.004645
                 307,            0.016956,            0.024996,                   0,             0.92471,             0.95808,             0.96499,             0.62154,            0.026851,           0.0074826,                   0,           0.0046214,           0.0046214,           0.0046214
                 308,            0.016395,            0.021031,                   0,             0.92892,             0.94012,              0.9619,             0.66023,            0.025885,           0.0075754,                   0,           0.0045979,           0.0045979,           0.0045979
                 309,             0.01598,             0.02425,                   0,             0.88762,             0.94611,             0.96007,             0.64583,            0.026045,           0.0077455,                   0,           0.0045744,           0.0045744,           0.0045744
                 310,            0.015406,            0.021127,                   0,              0.8791,             0.95793,             0.95143,             0.65265,            0.027182,           0.0076541,                   0,           0.0045509,           0.0045509,           0.0045509
                 311,            0.016401,            0.024979,                   0,             0.89246,             0.94611,             0.95124,              0.6613,            0.025649,           0.0077337,                   0,           0.0045275,           0.0045275,           0.0045275
                 312,            0.015825,            0.024824,                   0,             0.93444,             0.94611,             0.96491,             0.65391,             0.02432,           0.0077223,                   0,           0.0045042,           0.0045042,           0.0045042
                 313,            0.016464,            0.022815,                   0,             0.92765,             0.92216,             0.95792,             0.62028,            0.025634,            0.008141,                   0,           0.0044809,           0.0044809,           0.0044809
                 314,            0.016822,            0.022256,                   0,             0.87848,             0.91617,             0.94343,             0.64512,            0.027899,           0.0084044,                   0,           0.0044577,           0.0044577,           0.0044577
                 315,            0.017687,            0.023086,                   0,             0.92769,             0.92192,             0.96051,              0.6313,            0.026533,           0.0078725,                   0,           0.0044345,           0.0044345,           0.0044345
                 316,            0.017405,            0.026117,                   0,             0.93483,             0.94611,             0.96583,             0.64374,            0.026274,           0.0075547,                   0,           0.0044114,           0.0044114,           0.0044114
                 317,            0.016604,            0.020514,                   0,             0.93443,             0.94012,             0.95278,             0.67645,            0.023952,           0.0075931,                   0,           0.0043884,           0.0043884,           0.0043884
                 318,            0.016685,            0.021751,                   0,             0.93477,             0.94611,             0.95347,             0.65533,            0.025573,           0.0077696,                   0,           0.0043654,           0.0043654,           0.0043654
                 319,            0.016523,            0.023108,                   0,             0.92438,              0.9521,             0.96065,             0.63107,            0.026292,           0.0078747,                   0,           0.0043425,           0.0043425,           0.0043425
                 320,            0.015379,              0.0211,                   0,             0.92982,             0.95205,             0.96576,             0.61585,             0.02664,           0.0078114,                   0,           0.0043197,           0.0043197,           0.0043197
                 321,            0.016818,            0.023519,                   0,             0.95754,             0.94611,             0.96407,             0.63587,            0.025661,           0.0077008,                   0,           0.0042969,           0.0042969,           0.0042969
                 322,            0.014673,             0.02002,                   0,             0.94082,             0.95196,              0.9649,             0.62566,            0.025579,           0.0075029,                   0,           0.0042742,           0.0042742,           0.0042742
                 323,            0.016904,            0.020711,                   0,             0.91571,             0.97575,             0.96353,             0.59633,            0.027082,           0.0075965,                   0,           0.0042515,           0.0042515,           0.0042515
                 324,            0.016343,            0.021308,                   0,             0.91709,             0.94012,             0.96147,             0.57334,            0.027679,           0.0077368,                   0,            0.004229,            0.004229,            0.004229
                 325,            0.015709,            0.022582,                   0,              0.9349,               0.946,             0.96788,             0.63758,            0.023879,           0.0071546,                   0,           0.0042065,           0.0042065,           0.0042065
                 326,            0.015661,            0.021782,                   0,             0.93491,             0.94601,             0.96227,             0.66161,            0.022294,           0.0069994,                   0,            0.004184,            0.004184,            0.004184
                 327,            0.015592,             0.02143,                   0,             0.93564,             0.95808,             0.96561,             0.66629,            0.022199,           0.0074546,                   0,           0.0041617,           0.0041617,           0.0041617
                 328,             0.01558,            0.019089,                   0,             0.93098,             0.97006,             0.96292,             0.67869,             0.02239,           0.0073394,                   0,           0.0041394,           0.0041394,           0.0041394
                 329,            0.015932,            0.022685,                   0,              0.9308,             0.97006,             0.96651,             0.65938,            0.024196,           0.0075355,                   0,           0.0041172,           0.0041172,           0.0041172
                 330,            0.015807,            0.022749,                   0,             0.93641,             0.97001,             0.96802,             0.64895,            0.024953,           0.0076099,                   0,            0.004095,            0.004095,            0.004095
                 331,            0.015802,            0.022119,                   0,             0.95238,             0.95808,             0.97135,             0.67229,            0.023498,           0.0073702,                   0,            0.004073,            0.004073,            0.004073
                 332,            0.016981,            0.024617,                   0,             0.94708,             0.97006,             0.96586,              0.6616,            0.024411,           0.0070129,                   0,            0.004051,            0.004051,            0.004051
                 333,            0.015891,            0.021287,                   0,             0.93602,             0.96407,             0.96422,             0.67578,            0.023748,           0.0070389,                   0,           0.0040291,           0.0040291,           0.0040291
                 334,            0.016111,            0.024093,                   0,             0.93018,             0.95808,             0.96308,             0.69201,            0.022838,           0.0071757,                   0,           0.0040073,           0.0040073,           0.0040073
